Time,RigidBody,x,y,z,qx,qy,qz,qw,pattern,case_id
1749907680,ST_A,0.132177696,-0.135982901,1.74898243,-0.022442805,-0.128393382,-0.3211281,0.938023567,"[1, 0, 0, 0]",1
1749907680,ST_B,0.18794629,-0.099566445,1.690832853,0.136835918,-0.047428172,-0.072741963,0.986780107,"[1, 0, 0, 0]",1
1749907680,snake_tip,0.079829447,-0.190912649,1.247336626,-0.41963008,-0.009522934,-0.249811336,0.872590542,"[1, 0, 0, 0]",1
1749907680,ST_D,0.037720367,-0.062458489,1.686938643,-0.409684509,0.819729269,-0.396673769,-0.053408265,"[1, 0, 0, 0]",1
1749907680,ST_C,0.181116372,0.016213104,1.709124684,0.183010206,-0.057669509,-0.256862998,0.947207928,"[1, 0, 0, 0]",1
1749907680,ST_A,0.132128537,-0.136055157,1.747872949,-0.038037639,-0.114206389,-0.320267797,0.939648092,"[1, 0, 0, 0]",1
1749907680,ST_B,0.187900275,-0.099725261,1.690478086,0.133898616,-0.037872091,-0.06775894,0.987950206,"[1, 0, 0, 0]",1
1749907680,snake_tip,0.073012181,-0.189001143,1.247532487,-0.420402139,0.000584849,-0.2474273,0.872949839,"[1, 0, 0, 0]",1
1749907680,ST_D,0.037689418,-0.062320091,1.687124252,-0.407612562,0.818824589,-0.400520116,-0.054423138,"[1, 0, 0, 0]",1
1749907680,ST_C,0.181087822,0.016424779,1.709296346,0.180292204,-0.061855361,-0.257059515,0.947411716,"[1, 0, 0, 0]",1
1749907680,ST_A,0.131616116,-0.135687158,1.747853756,-0.043076657,-0.106627911,-0.324528784,0.938858867,"[1, 0, 0, 0]",1
1749907680,ST_B,0.187860027,-0.099620961,1.691051126,0.127593726,-0.031230967,-0.064513959,0.989233255,"[1, 0, 0, 0]",1
1749907680,snake_tip,0.068968259,-0.18818137,1.247191191,-0.418569863,0.00856578,-0.246966645,0.873918414,"[1, 0, 0, 0]",1
1749907680,ST_D,0.037679415,-0.062456042,1.687073946,-0.406146228,0.81858778,-0.402350605,-0.055437494,"[1, 0, 0, 0]",1
1749907680,ST_C,0.181079656,0.016350472,1.709019184,0.178140476,-0.064942643,-0.258048803,0.94734323,"[1, 0, 0, 0]",1
1749907680,ST_A,0.131544545,-0.135909319,1.747098565,-0.026672695,-0.119317569,-0.334147602,0.934557199,"[1, 0, 0, 0]",1
1749907680,ST_B,0.187773108,-0.099812835,1.690987945,0.128740788,-0.038824186,-0.067839183,0.988593102,"[1, 0, 0, 0]",1
1749907680,snake_tip,0.071172148,-0.182256609,1.242313862,-0.400223196,0.011512026,-0.248656482,0.881963015,"[1, 0, 0, 0]",1
1749907680,ST_D,0.03759462,-0.062296454,1.687360048,-0.400218606,0.816564441,-0.412433058,-0.054282263,"[1, 0, 0, 0]",1
1749907680,ST_C,0.181028232,0.01688507,1.709118247,0.168681011,-0.071411088,-0.257661551,0.94871366,"[1, 0, 0, 0]",1
1749907680,ST_A,0.12640819,-0.135734692,1.745627165,-0.038854275,-0.137210563,-0.382260829,0.912984252,"[1, 0, 0, 0]",1
1749907680,ST_B,0.187416643,-0.099250183,1.692858577,0.135503188,-0.089750007,-0.076653868,0.983721435,"[1, 0, 0, 0]",1
1749907680,snake_tip,0.08052808,-0.1651458,1.230626941,-0.349801689,0.006874115,-0.257906973,0.900597394,"[1, 0, 0, 0]",1
1749907680,ST_D,0.037695907,-0.062499512,1.687044144,-0.405822337,0.818079412,-0.403948963,-0.053661354,"[1, 0, 0, 0]",1
1749907680,ST_C,0.181299493,0.016372412,1.709143043,0.178614289,-0.058150329,-0.25709334,0.947954834,"[1, 0, 0, 0]",1
1749907680,ST_A,0.125759512,-0.13582699,1.739276648,-0.027631877,-0.146890938,-0.407270968,0.900993764,"[1, 0, 0, 0]",1
1749907680,ST_B,0.187341332,-0.098909371,1.69329834,0.12530449,-0.102372319,-0.073330775,0.984094083,"[1, 0, 0, 0]",1
1749907680,snake_tip,0.093682073,-0.138274074,1.218017101,-0.283267826,-0.001117988,-0.261080176,0.922819138,"[1, 0, 0, 0]",1
1749907680,ST_D,0.03777511,-0.062238082,1.687160373,-0.401338339,0.816309273,-0.411842614,-0.054335792,"[1, 0, 0, 0]",1
1749907680,ST_C,0.181044906,0.016658714,1.709638715,0.187630028,-0.046097588,-0.250809997,0.948559105,"[1, 0, 0, 0]",1
1749907680,ST_A,0.131737381,-0.134310693,1.730035424,0.03250083,-0.205592185,-0.334070057,0.919278324,"[1, 0, 0, 0]",1
1749907680,ST_B,0.187134951,-0.097284198,1.695529819,0.08898361,-0.075652383,-0.047458041,0.992021382,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.104983553,-0.108084485,1.207028866,-0.200354263,-0.001042344,-0.267590314,0.942471504,"[1, 0, 0, 0]",1
1749907681,ST_D,0.038169447,-0.06211739,1.687535405,-0.406169832,0.815033436,-0.407774508,-0.066832237,"[1, 0, 0, 0]",1
1749907681,ST_C,0.181646541,0.017166436,1.708004832,0.168931931,-0.040249079,-0.251752526,0.95208329,"[1, 0, 0, 0]",1
1749907681,ST_A,0.129155278,-0.134673342,1.721981406,0.086487532,-0.260553151,-0.377861947,0.884224176,"[1, 0, 0, 0]",1
1749907681,ST_B,0.186849505,-0.096190773,1.697082877,0.069134116,-0.081133127,-0.035176445,0.993680239,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.110904224,-0.080611371,1.200309277,-0.123916693,0.001531854,-0.269414574,0.955017388,"[1, 0, 0, 0]",1
1749907681,ST_D,0.038452365,-0.060518142,1.688377976,-0.419016957,0.819321692,-0.383233905,-0.079174116,"[1, 0, 0, 0]",1
1749907681,ST_C,0.181571335,0.017346537,1.70828712,0.166820079,-0.042492751,-0.251790345,0.952348113,"[1, 0, 0, 0]",1
1749907681,ST_A,0.123140134,-0.134198144,1.714887619,-0.022372276,-0.151298895,-0.392609358,0.906899095,"[1, 0, 0, 0]",1
1749907681,ST_B,0.186306596,-0.094963759,1.699555993,0.051465195,-0.095633656,-0.026256224,0.993738532,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.113403171,-0.058180857,1.196126938,-0.048534654,0.000221356,-0.271766633,0.961138487,"[1, 0, 0, 0]",1
1749907681,ST_D,0.039035957,-0.057143893,1.68985033,-0.426957577,0.831589341,-0.340339273,-0.101664051,"[1, 0, 0, 0]",1
1749907681,ST_C,0.18149519,0.017223677,1.708134651,0.169023156,-0.0373234,-0.251400709,0.95227927,"[1, 0, 0, 0]",1
1749907681,ST_A,0.120400488,-0.133775473,1.706694007,-0.05802701,-0.095564716,-0.389635026,0.914157987,"[1, 0, 0, 0]",1
1749907681,ST_B,0.186034411,-0.094691329,1.699702501,0.034692958,-0.079313956,-0.021333745,0.996017277,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.117338382,-0.040301338,1.194545388,0.009796954,-0.006426799,-0.269885153,0.962821245,"[1, 0, 0, 0]",1
1749907681,ST_D,0.041198101,-0.05237994,1.690933824,-0.398679316,0.839933991,-0.342662752,-0.134713992,"[1, 0, 0, 0]",1
1749907681,ST_C,0.18151249,0.017267413,1.708063245,0.166478828,-0.038714025,-0.251757026,0.95257771,"[1, 0, 0, 0]",1
1749907681,ST_A,0.121211857,-0.133989245,1.698839664,0.000303045,-0.137692288,-0.400767148,0.905773938,"[1, 0, 0, 0]",1
1749907681,ST_B,0.185773104,-0.094618402,1.700086474,0.037992414,-0.092766739,-0.021484016,0.994730711,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.126131132,-0.026835624,1.194391608,0.041404605,-0.00808131,-0.268368721,0.962392092,"[1, 0, 0, 0]",1
1749907681,ST_D,0.04232198,-0.056542177,1.692549825,-0.325713903,0.751853228,-0.529588521,-0.219461039,"[1, 0, 0, 0]",1
1749907681,ST_C,0.182996184,0.020405747,1.701290131,0.091772221,-0.016965801,-0.253312945,0.962872088,"[1, 0, 0, 0]",1
1749907681,ST_A,0.124664567,-0.13499704,1.689592361,0.038344149,-0.117248595,-0.372699112,0.919716179,"[1, 0, 0, 0]",1
1749907681,ST_B,0.185359463,-0.095014319,1.699603081,0.06496723,-0.135059878,-0.029342495,0.988269806,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.135880247,-0.019038098,1.194761038,0.061646815,-0.015448385,-0.268236458,0.961254418,"[1, 0, 0, 0]",1
1749907681,ST_D,0.042831827,-0.055615254,1.692358732,-0.30839467,0.748905599,-0.542229652,-0.223651811,"[1, 0, 0, 0]",1
1749907681,ST_C,0.186989591,0.020765029,1.694959402,0.013620038,-0.010288678,-0.281964839,0.959272861,"[1, 0, 0, 0]",1
1749907681,ST_A,0.128245786,-0.137075767,1.677594304,0.095847994,-0.077607237,-0.327616572,0.936727166,"[1, 0, 0, 0]",1
1749907681,ST_B,0.185671449,-0.094677202,1.70015192,-0.000243223,0.001461836,0.004765522,0.999987483,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.140941083,-0.01943267,1.195195436,0.073399983,-0.019092869,-0.269196928,0.960094213,"[1, 0, 0, 0]",1
1749907681,ST_D,0.042975057,-0.05544195,1.692537069,-0.282182097,0.730938911,-0.574837506,-0.235930949,"[1, 0, 0, 0]",1
1749907681,ST_C,0.184791669,0.02188981,1.696826577,0.018758623,0.0291995,-0.260964841,0.964724243,"[1, 0, 0, 0]",1
1749907681,ST_A,0.128813505,-0.137028471,1.676177621,0.130043343,-0.117767192,-0.329930812,0.92755878,"[1, 0, 0, 0]",1
1749907681,ST_B,0.185520932,-0.094970085,1.699912906,-0.019019857,0.06211628,0.015026868,0.997774422,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.137052149,-0.020950627,1.196738005,0.091578729,-0.00778724,-0.268260777,0.95895201,"[1, 0, 0, 0]",1
1749907681,ST_D,0.041342422,-0.056483265,1.692049742,-0.303322285,0.747618318,-0.55043298,-0.214676425,"[1, 0, 0, 0]",1
1749907681,ST_C,0.185198173,0.019953972,1.701693654,0.023565918,0.023718847,-0.267987847,0.962841928,"[1, 0, 0, 0]",1
1749907681,ST_A,0.128229529,-0.137206733,1.677658796,0.118071929,-0.124803454,-0.329649955,0.928339362,"[1, 0, 0, 0]",1
1749907681,ST_B,0.185249537,-0.095086657,1.70060575,0.009548818,0.002618161,0.000555207,0.999950767,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.127708003,-0.019793509,1.196319818,0.089209341,0.000855182,-0.268107116,0.959249496,"[1, 0, 0, 0]",1
1749907681,ST_D,0.041026,-0.056203209,1.691478014,-0.331969976,0.763502419,-0.517367721,-0.197966337,"[1, 0, 0, 0]",1
1749907681,ST_C,0.185178816,0.02055084,1.701623201,0.024362382,0.023015356,-0.263033032,0.964204609,"[1, 0, 0, 0]",1
1749907681,ST_A,0.128363326,-0.137113094,1.676722884,0.118677631,-0.122701265,-0.330442846,0.928260565,"[1, 0, 0, 0]",1
1749907681,ST_B,0.185352296,-0.095124245,1.699955702,0.015657805,-0.009786311,-0.001015606,0.999828935,"[1, 0, 0, 0]",1
1749907681,snake_tip,0.119636945,-0.014569419,1.196817279,0.089341693,0.007313915,-0.26902616,0.958952308,"[1, 0, 0, 0]",1
1749907681,ST_D,0.040441372,-0.055035252,1.69079864,-0.331828237,0.777671158,-0.499055922,-0.189896792,"[1, 0, 0, 0]",1
1749907681,ST_C,0.184118241,0.021176359,1.702904463,0.024389181,0.011068601,-0.256920427,0.966061294,"[1, 0, 0, 0]",1
1749907681,ST_A,0.128132552,-0.137167424,1.676864147,0.115878232,-0.118244402,-0.329247534,0.929616392,"[1, 0, 0, 0]",1
1749907681,ST_B,0.185165569,-0.095147386,1.700397968,0.003146695,0.002742008,0.002611296,0.999987841,"[1, 0, 0, 0]",1
1749907682,snake_tip,0.118616141,-0.010129143,1.196916342,0.092523538,0.008688567,-0.26836729,0.958823621,"[1, 0, 0, 0]",1
1749907682,ST_D,0.041409735,-0.053960599,1.69014585,-0.258405298,0.746980369,-0.568551004,-0.228028044,"[1, 0, 0, 0]",1
1749907682,ST_C,0.185189083,0.019974818,1.70340395,0.034212828,0.009442406,-0.266779959,0.963103652,"[1, 0, 0, 0]",1
1749907682,ST_A,0.128186345,-0.137262687,1.676487803,0.125414371,-0.125763819,-0.331231385,0.926682472,"[1, 0, 0, 0]",1
1749907682,ST_B,0.185322836,-0.095020026,1.700020671,0.013063589,-0.012411163,-0.000968411,0.99983716,"[1, 0, 0, 0]",1
1749907682,snake_tip,0.125313699,-0.009699918,1.19697547,0.093942188,0.003312784,-0.269566715,0.958382845,"[1, 0, 0, 0]",1
1749907682,ST_D,0.041455716,-0.054282792,1.690326929,-0.253615379,0.742052257,-0.575600088,-0.231780469,"[1, 0, 0, 0]",1
1749907682,ST_C,0.18498908,0.020014463,1.704263449,0.038170759,0.005373169,-0.266131818,0.963165581,"[1, 0, 0, 0]",1
1749907682,ST_A,0.128108874,-0.137159675,1.676891685,0.122827061,-0.132535934,-0.330741465,0.926260114,"[1, 0, 0, 0]",1
1749907682,ST_B,0.185178787,-0.095008738,1.700352669,0.014473189,-0.018040705,-0.001900997,0.999730647,"[1, 0, 0, 0]",1
1749907682,snake_tip,0.134361282,-0.013097143,1.196736336,0.094975397,-0.003547878,-0.26834619,0.958622694,"[1, 0, 0, 0]",1
1749907682,ST_D,0.041736446,-0.054293111,1.69079721,-0.260931909,0.746325552,-0.566744745,-0.231760889,"[1, 0, 0, 0]",1
1749907682,ST_C,0.184984341,0.020232677,1.704340935,0.037881967,0.004713297,-0.264767259,0.963556468,"[1, 0, 0, 0]",1
1749907682,ST_A,0.12832047,-0.13719216,1.677248955,0.12958771,-0.145268083,-0.328922927,0.92407459,"[1, 0, 0, 0]",1
1749907682,ST_B,0.18547602,-0.094948508,1.700383663,0.010956478,-0.00833305,0.000254616,0.999905229,"[1, 0, 0, 0]",1
1749907682,snake_tip,0.13972868,-0.017266918,1.196773171,0.094757102,-0.010460163,-0.268676758,0.95850122,"[1, 0, 0, 0]",1
1749907682,ST_D,0.041634314,-0.05400661,1.691462755,-0.292043775,0.761846542,-0.534814537,-0.219712809,"[1, 0, 0, 0]",1
1749907682,ST_C,0.185194716,0.019846685,1.704149961,0.036825124,0.007376131,-0.268562794,0.962529778,"[1, 0, 0, 0]",1
1749907682,ST_A,0.127982095,-0.137274697,1.677536488,0.124307364,-0.144260421,-0.328441232,0.925128698,"[1, 0, 0, 0]",1
1749907682,ST_B,0.185348794,-0.095179558,1.70046258,0.016456857,-0.011968405,-0.002812789,0.999789059,"[1, 0, 0, 0]",1
1749907682,snake_tip,0.137113452,-0.019046925,1.196677327,0.091646895,-0.008328237,-0.269333363,0.958640218,"[1, 0, 0, 0]",1
1749907682,ST_D,0.041680515,-0.054065373,1.691436172,-0.289201975,0.760464013,-0.538330674,-0.219674438,"[1, 0, 0, 0]",1
1749907682,ST_C,0.18531543,0.019922249,1.703995943,0.033970855,0.007863322,-0.267843217,0.962831318,"[1, 0, 0, 0]",1
1749907682,ST_A,0.128219038,-0.137234569,1.677711248,0.125725046,-0.145631462,-0.328496307,0.924702585,"[1, 0, 0, 0]",1
1749907682,ST_B,0.185437977,-0.095056146,1.700676918,0.004473649,0.008949952,0.003711966,0.999943018,"[1, 0, 0, 0]",1
1749907682,snake_tip,0.129404739,-0.017308868,1.196645379,0.091598071,-0.00237729,-0.268604964,0.958882511,"[1, 0, 0, 0]",1
1749907682,ST_D,0.0413666,-0.054090288,1.690998197,-0.29387185,0.763754904,-0.533778727,-0.213068262,"[1, 0, 0, 0]",1
1749907682,ST_C,0.185223043,0.020132851,1.703487158,0.030819273,0.010121741,-0.267175704,0.963101685,"[1, 0, 0, 0]",1
1749907682,ST_A,0.128170982,-0.137218982,1.677150726,0.137619898,-0.150246233,-0.330982715,0.921377957,"[1, 0, 0, 0]",1
1749907682,ST_B,0.185314059,-0.094994493,1.700437307,-0.004718549,0.025529578,0.00751501,0.999634624,"[1, 0, 0, 0]",1
